sentiment,stemmed_tokens
-1,"['unit', 'never', 'fail', 'to', 'have', 'delay', 'flight']"
-1,"['unit', 'ye', 'myself', 'and', 'about', 'other', 'peopl', 'also']"
-1,"['unit', 'it', 'been', 'book', 'into', 'first', 'class', 'with', 'curbsid', 'deliveri', 'hour', 'from', 'now', 'count', 'on', 'it', 'teamusa']"
-1,"['unit', 'is', 'ridicul', 'ua', 'delay', 'for', 'hour', 'and', 'count', 'should', 'have', 'book', 'with', 'diff', 'airlin', 'that', 'take', 'it', 'serious', 'unitedsuck']"
-1,"['unit', 'at', 'msp', 'employe', 'tri', 'to', 'check', 'in', 'sever', 'hundr', 'and', 'the', 'line', 'is', 'crazi', 'might', 'miss', 'our', 'plane', 'be', 'sure', 'to', 'thank', 'these', 'employe']"
-1,"['unit', 'do', 'wa', 'on', 'ua', 'lax', 'to', 'den', 'we', 'are', 'schedul', 'to', 'land', 'lax', 'am', 'pleas', 'rebook', 'to', 'denver', 'best', 'flight']"
-1,"['unit', 'no', 'first', 'class', 'passeng', 'should', 'have', 'to', 'pay', 'for', 'inflight', 'wifi']"
-1,"['unit', 'my', 'flight', 'out', 'of', 'bgm', 'cancel', 'flightl', 'last', 'night', 'get', 'hotel', 'voucher', 'but', 'had', 'to', 'pay', 'for', 'cab', 'back', 'wors', 'cab', 'experi', 'ever']"
-1,"['unit', 'first', 'flight', 'to', 'iah', 'from', 'iad', 'is', 'delay', 'becaus', 'no', 'one', 'hook', 'up', 'ground', 'power', 'to', 'the', 'plane', 'get', 'it', 'togeth', 'folk']"
-1,"['unit', 'ua', 'there', 'is', 'no', 'way', 'plane', 'lose', 'it', 'softwar', 'believ', 'you', 'decid', 'to', 'do', 'an', 'upgrad']"
-1,"['unit', 'alreadi', 'miss', 'connect', 'ua']"
-1,"['unit', 'typic', 'onc', 'you', 'get', 'the', 'problem', 'fix', 'then', 'the', 'crew', 'expir', 'and', 'the', 'delay', 'turn', 'into', 'cancel', 'flight']"
-1,"['unit', 'ua', 'delay', 'again', 'get', 'charg', 'if', 'late', 'flight', 'by', 'you', 'you', 'say', 'oh', 'well']"
-1,"['unit', 'friend', 'stuck', 'in', 'bu', 'on', 'runway', 'at', 'pek', 'with', 'two', 'small', 'kid', 'no', 'custom', 'servic', 'no', 'explan', 'kid', 'cri', 'aw', 'servic']"
-1,"['unit', 'no', 'guy', 'suck', 'll', 'never', 'fli', 'with', 'again', 'and', 'ur', 'supervisor', 'suck', 'too']"
-1,"['unit', 'on', 'flight', 'to', 'new', 'york', 'love', 'the', 'qualiti', 'plane', 'on', 'unit', 'wtf', 'crappi', 'aviat', 'newyork', 'http', 'co', 'zv', 'cfpohl']"
-1,"['unit', 'ye', 'there', 'is', 'when', 'you', 'keep', 'get', 'the', 'same', 'robot', 'answer']"
-1,"['unit', 'bad', 'custom', 'servic', 'to', 'nyc', 'few', 'week', 'ago', 'think', 'of', 'move', 'on']"
-1,"['unit', 'danahajek', 'unit', 'ceo', 'ha', 'decid', 'to', 'outsourc', 'and', 'or', 'push', 'out', 'more', 'and', 'more', 'of', 'their', 'skill', 'and', 'loyal', 'employe', 'lack', 'of', 'staff']"
-1,"['unit', 'mean', 'your', 'employe', 'were', 'realli', 'nice', 'as', 'liter', 'sob']"
-1,"['unit', 'danahajek', 'she', 'mean', 'to', 'say', 'there', 'ha', 'been', 'so', 'mani', 'complaint', 'today', 'thi', 'week', 'thi', 'month', 'that', 'she', 'can', 'respond', 'she', 'alon']"
-1,"['unit', 'wa', 'fli', 'home', 'for', 'am', 'event', 'tomorrow', 'you', 'push', 'back', 'my', 'flight', 'now', 'have', 'ticket', 'that', 'won', 'get', 'me', 'home', 'in', 'time']"
-1,"['unit', 'you', 'delay', 'our', 'departur', 'by', 'hr', 'to', 'wait', 'for', 'passeng', 'from', 'anoth', 'flight', 'that', 'wa', 'late', 'flight', 'unaccept']"
-1,"['unit', 'flight', 'from', 'chicago', 'to', 'houston', 'over', 'hour', 'and', 'no', 'pretzel', 'or', 'peanut', 'serious', 'about', 'pass', 'out']"
-1,"['unit', 'after', 'have', 'to', 'now', 'tag', 'my', 'own', 'bag', 'at', 'the', 'airport', 'wa', 'hope', 'they', 'would', 'actual', 'arriv', 'with', 'me', 'here', 'hope', 'they', 'arriv']"
-1,"['unit', 'had', 'plan', 'to', 'book', 'addit', 'flight', 'tonight', 'but', 'after', 'hr', 'work', 'on', 'one', 'trip', 'worn', 'out', 'enoughisenough']"
-1,"['unit', 'so', 'much', 'for', 'be', 'here', 'to', 'help', 'veri', 'disappoint', 'in', 'your', 'custom', 'servic']"
-1,"['unit', 'your', 'system', 'is', 'down', 'and', 'after', 'be', 'on', 'hold', 'for', 'over', 'min', 'mia', 'tell', 'me', 'she', 'is', 'go', 'to', 'charg', 'flight', 'book', 'problem', 'fee', 'custom', 'servic']"
-1,"['unit', 'she', 'won', 'be', 'at', 'my', 'wed', 'thi', 'is', 'an', 'irreplac', 'mileston', 'there', 'no', 'reflight', 'book', 'problem', 'how', 'can', 'we', 'be', 'repaid', 'for', 'thi']"
-1,"['unit', 'brother', 'luggag', 'wa', 'lost', 'on', 'copa', 'airlin', 'flight', 'he', 'compet', 'sunday', 'for', 'the', 'panamerican', 'cross', 'countri', 'cup', 'pleas', 'help']"
-1,"['unit', 'on', 'last', 'flight', 'of', 'the', 'day', 'no', 'less', 'am', 'now', 'drive', 'hour', 'to', 'aspen', 'thru', 'snowstorm', 'thx', 'to', 'your', 'team', 'lack', 'of', 'custom', 'empathi']"
-1,"['unit', 'brother', 'baggag', 'wa', 'lost', 'on', 'rout', 'to', 'panamerican', 'cross', 'countri', 'cup', 'championship', 'in', 'columbia', 'hi', 'race', 'is', 'sunday', 'pleas', 'help']"
-1,"['unit', 'ye', 'there', 'were', 'plenti', 'of', 'seat', 'avail', 'so', 'whi', 'did', 'vicki', 'thoma', 'refus', 'to', 'give', 'one', 'to', 'million', 'mile', 'flyer']"
-1,"['unit', 'funni', 'both', 'my', 'flight', 'yesterday', 'were', 'delay', 'becaus', 'of', 'mechan', 'issu', 'rotten', 'luck', 'to', 'get', 'plane', 'in', 'row', 'with', 'issu']"
-1,"['unit', 'that', 'would', 'have', 'been', 'nice', 'earlier', 'today', 'too', 'late', 'flight', 'now', 'hope']"
-1,"['unit', 'wait', 'min', 'and', 'count', 'to', 'get', 'through', 'to', 'global', 'servic', 'someth', 'go', 'on']"
-1,"['unit', 'no', 'still', 'tri', 'to', 'get', 'home']"
-1,"['unit', 'also', 'your', 'at', 'gate', 'monitor', 'show', 'empti', 'seat']"
-1,"['unit', 'that', 'is', 'not', 'what', 'your', 'reserv', 'desk', 'just', 'told', 'me', 'they', 'said', 'there', 'were', 'plenti', 'of', 'seat']"
-1,"['unit', 'veri', 'exasper', 'have', 'difficult', 'time', 'with', 'flight', 'book', 'problem', 'as', 'the', 'error', 'messag', 'say', 'you', 're', 'undergo', 'mainten', 'realli', 'now']"
-1,"['unit', 'lax', 'make', 'it', 'happen', 'pleas', 'els', 'on', 'cruis', 'with', 'no', 'luggag', 'tomorrow']"
-1,"['unit', 'no', 'did', 'not', 'make', 'connect', 'your', 'stellar', 'employe', 'vicki', 'thoma', 'refus', 'to', 'board', 'me', 'even', 'though', 'empti', 'seat', 'on', 'plane']"
-1,"['unit', 'of', 'cours', 'that', 'wa', 'the', 'start', 'of', 'my', 'trip', 'wk', 'ago', 'it', 'gone', 'further', 'downhil', 'on', 'my', 'return']"
-1,"['unit', 'no', 'don']"
-1,"['unit', 'how', 'much', 'longer', 'will', 'it', 'take', 'it', 'guitar', 'not', 'royal', 'commiss']"
-1,"['unit', 'sure', 'but', 'differ', 'text', 'chang', 'time', 'amp', 'gate', 'especi', 'locat', 'across', 'the', 'entir', 'concours', 'that', 'just', 'seem', 'littl', 'off']"
-1,"['unit', 'to', 'late', 'flight', 'now', 'but', 'in', 'futur', 'flight', 'train', 'staff', 'better', 'to', 'handl', 'emerg', 'situat', 'and', 'ground', 'staff', 'in', 'custom', 'servic']"
-1,"['unit', 'stuck', 'in', 'thi', 'airport', 'hour', 'in', 'standbi', 'cuz', 'the', 'pilot', 'show', 'up', 'late', 'flight', 'in', 'pj', 'amp', 'miss', 'my', 'connectin', 'flight', 'pj', 'tell', 'nyfw']"
-1,"['unit', 'if', 'wait', 'll', 'lose', 'the', 'flight', 'so', 'frustrat']"
-1,"['unit', 'it', 'most', 'certainli', 'wa', 'not']"
-1,"['unit', 'tri', 'to', 'book', 'flight', 'mile', 'wa', 'on', 'hold', 'for', 'befor', 'gave', 'up', 'need', 'to', 'get', 'on', 'same', 'flight', 'use', 'two', 'diff', 'and', 'pay', 'tix']"
-1,"['unit', 'that', 'the', 'tweet', 'choos', 'to', 'answer', 'to', 'tell', 'me', 'you', 're', 'not', 'liabl', 'youretheworst', 'neveragain']"
-1,"['unit', 'not', 'you', 're', 'the', 'reason', 'we', 're', 'in', 'houston', 'and', 'not', 'nyc', 'tonight', 'it', 'took', 'the', 'plane', 'an', 'hour', 'to', 'take', 'off', 'no', 'explan', 'or', 'sorri']"
-1,"['unit', 'airlin', 'agent', 'argu', 'about', 'check', 'bag', 'announc', 'look', 'for', 'room', 'until', 'seat', 'gave', 'up', 'and', 'walk', 'back', 'to', 'seat', 'unnecessari']"
-1,"['unit', 'you', 'should', 'chang', 'your', 'name', 'to', 'unit', 'incompet', 'no', 'flight', 'until', 'monday', 'have', 'to', 'take', 'hour', 'drive', 'now', 'to', 'get', 'to', 'my', 'flight']"
-1,"['unit', 'not', 'even', 'mention', 'how', 'rude', 'the', 'custom', 'servic', 'wa', 'to', 'us', 'as', 'busi', 'owner', 'be', 'mortifi', 'if', 'my', 'employe', 'act', 'as', 'your']"
-1,"['unit', 'ha', 'time', 'to', 'respond', 'to', 'everyon', 'els', 'complaint', 'but', 'not', 'mine', 'you', 'just', 'lost', 'custom']"
-1,"['unit', 'most', 'like', 'make', 'it', 'sound', 'like', 'you', 'have', 'no', 'idea', 'which', 'is', 'not', 'how', 'want', 'my', 'flight', 'to', 'be', 'pleas', 'use', 'fact', 'thank']"
-1,"['unit', 'tell', 'me', 'someth', 'don', 'know', 'not', 'keepingit', 'weaktea']"
-1,"['unit', 'the', 'wait', 'time', 'for', 'baggag', 'question', 'is', 'minut', 'that', 'crazi', 'is', 'there', 'limit', 'to', 'the', 'amount', 'of', 'bag', 'can', 'bring', 'intern']"
-1,"['unit', 'leigh_emeri', 'we', 'don', 'like', 'to', 'hear', 'thi', 'is', 'there', 'anyth', 'we', 'can', 'help', 'with', 'thank', 'ey', 'anoth', 'empti', 'offer', 'for', 'help']"
-1,"['unit', 'tri', 'to', 'upgrad', 'my', 'seat', 'to', 'first', 'class', 'but', 'the', 'wait', 'time', 'on', 'the', 'phone', 'is', 'minut', 'can', 'you', 'help']"
-1,"['unit', 'ua', 'is', 'coshar', 'flight', 'ana', 'unabl', 'to', 'check', 'in', 'hr', 'prior']"
-1,"['unit', 'never', 'fli', 'with', 'you', 'guy', 'ever', 'again', 'the', 'custom', 'servic', 'is', 'piss', 'poor', 'at', 'best']"
-1,"['unit', 'when', 'hour', 'flight', 'turn', 'into', 'ordeal', 'sigh']"
-1,"['unit', 'where', 'are', 'our', 'luggag', 'with', 'group', 'and', 'over', 'luggag', 'are', 'lost']"
-1,"['unit', 'assist', 'with', 'what', 'the', 'attitud', 'of', 'your', 'staff', 'no', 'matter', 'which', 'airport', 'we', 'are', 'at']"
-1,"['unit', 'when', 'will', 'hear', 'guitar', 'wa', 'damag', 'in', 'decemb', 'use', 'my', 'guitar', 'to', 'earn', 'live', 'get', 'your', 'act', 'togeth']"
-1,"['unit', 'wa', 'on', 'hold', 'for', 'over', 'minut', 'and', 'wa', 'talk', 'to', 'one', 'of', 'your', 'employe', 'ask', 'him', 'for', 'name', 'or', 'id', 'and', 'he', 'hung', 'up', 'in', 'my', 'face']"
-1,"['unit', 'hope', 'so', 'but', 've', 'receiv', 'no', 'help', 'so', 'far', 've', 'been', 'on', 'hold', 'for', 'more', 'than', 'an', 'hour', 'can', 'someon', 'speak', 'to', 'me']"
-1,"['unit', 'tri', 'other', 'flight', 'option', 'as', 'per', 'weblink', 'non', 'avail', 'for', 'next', 'day', 'frustrat', 'notgoodenough', 'poorservic']"
-1,"['unit', 'you', 'ask', 'me', 'to', 'dm', 'then', 'ignor', 'them', 'pleas', 'assist', 'in', 'chang', 'to', 'anoth', 'flight', 'today', 'feb', 'fra', 'to', 'mco', 'avoid', 'iad']"
-1,"['unit', 'how', 'do', 'you', 'stay', 'in', 'busi', 'with', 'such', 'poor', 'servic', 'poorservic', 'notgoodenough', 'http', 'co', 'vo', 'lme', 'ja']"
-1,"['unit', 'sent', 'dm', 're', 'an', 'exist', 'reserv', 'but', 'no', 'one', 'ha', 'respond']"
-1,"['unit', 'miss', 'the', 'continent', 'day']"
-1,"['unit', 'or', 'how', 'about', 'next', 'time', 'my', 'bag', 'is', 'underweight', 'you', 'guy', 'credit', 'me', 'or', 'how', 'about', 'take', 'my', 'busi', 'to', 'an', 'airlin', 'that', 'care']"
-1,"['unit', 'it', 'wasn', 'full', 'had', 'plenti', 'of', 'time', 'to', 'go', 'to', 'the', 'gate', 'and', 'check', 'plu', 'with', 'my', 'statu', 'should', 'have', 'gotten', 'on']"
-1,"['unit', 'then', 'whi', 'did', 'your', 'staff', 'refus', 'to', 'let', 'me', 'on', 'the', 'earlier', 'flight', 'cite', 'my', 'have', 'check', 'bag']"
-1,"['unit', 'thank', 'for', 'noth', 'next', 'time', 'll', 'bring', 'whole', 'extra', 'suitcas', 'for', 'my', 'extra', 'pound', 'that', 'make', 'sens', 'right']"
-1,"['unit', 'first', 'you', 'lost', 'all', 'my', 'bag', 'now', 'you', 'cancel', 'flight', 'my', 'flight', 'home', 'min', 'wait', 'to', 'talk', 'to', 'somebodi', 'poorservic', 'notgoodenough']"
-1,"['unit', 'how', 'is', 'it', 'that', 'my', 'flight', 'can', 'arriv', 'earli', 'and', 'be', 'delay', 'due', 'to', 'no', 'gate', 'be', 'avail', 'we', 'are', 'now', 'min', 'late', 'flight', 'on', 'tarmac']"
-1,"['unit', 'my', 'flight', 'land', 'min', 'but', 'we', 'are', 'be', 'told', 'to', 'stay', 'on', 'the', 'plane', 'haven', 'pull', 'up', 'to', 'the', 'gate', 'amp', 'have', 'littl', 'to', 'no', 'inform']"
-1,"['unit', 'have', 'better', 'custom', 'servic', 'at', 'john', 'wayn', 'airport']"
-1,"['unit', 'passeng', 'seat', 'crew', 'readi', 'wheresthepilot', 'flt', 'from', 'ord', 'hope', 'he', 'isn', 'at', 'the', 'bar']"
-1,"['unit', 'book', 'tix', 'month', 'ago', 'and', 'now', 'it', 'about', 'cheaper', 'and', 'custom', 'servic', 'wa', 'useless', 'what', 'up', 'with', 'that']"
-1,"['unit', 'is', 'ua', 'still', 'take', 'off', 'at', 'pm', 'stuck', 'on', 'the', 'tarmac', 'on', 'ua', 'wait', 'to', 'get', 'in']"
-1,"['unit', 'you', 're', 'right', 'good', 'you', 'caught', 'the', 'mechan', 'failur', 'too', 'bad', 'there', 'are', 'no', 'blanket', 'but', 'ok']"
-1,"['unit', 'we', 're', 'sit', 'in', 'ua', 'get', 'delay', 'becaus', 'the', 'oper', 'can', 'find', 'captain', 'ridicul', 'unit']"
-1,"['unit', 'truli', 'the', 'worst', 'day', 'of', 'fli', 'have', 'ever', 'experienc']"
-1,"['unit', 'stuck', 'in', 'houston', 'becaus', 'you', 'can', 'seem', 'to', 'get', 'plane', 'to', 'the', 'destin', 'on', 'time', 'in', 'perfect', 'fli', 'condit']"
-1,"['unit', 'you', 'phone', 'custom', 'servic', 'team', 'is', 'bad', 'think', 'it', 'is', 'time', 'for', 'me', 'to', 'consid', 'switch', 'airlin']"
-1,"['unit', 'how', 'much', 'longer', 'unit', 'been', 'on', 'the', 'phone', 'for', 'over', 'an', 'hour', 'to', 'straighten', 'out', 'star', 'allianc', 'upgrad', 'http', 'co', 'vieuidf']"
-1,"['unit', 'cancel', 'flight', 'my', 'mileageplu', 'card', 'and', 'will', 'never', 'do', 'busi', 'with', 'you', 'again', 'you', 'clearli', 'don', 'care', 'about', 'your', 'custom']"
-1,"['whi', 'even', 'ask', 'me', 'to', 'dm', 'you', 'and', 'offer', 'help', 'if', 'you', 'can', 'do', 'anyth', 'unit', 'unitedairlin', 'http', 'co', 'fec', 'vwq']"
-1,"['unit', 'ye', 'and', 'that', 'is', 'appreci', 'but', 'misinform', 'damag', 'credibl', 'you', 'may', 'want', 'to', 'have', 'someon', 'observ', 'in', 'newark', 'fwiw']"
-1,"['unit', 'you', 'guy', 'suck']"
-1,"['unit', 'never', 'fail', 'fli', 'fc', 'order', 'ravioli', 'get', 'chicken', 'tell', 'the', 'fa', 'she', 'say', 'you', 'should', 'of', 'told', 'me', 'other', 'peopl', 'want', 'chicken', 'idiot']"
-1,"['unit', 'second', 'time', 'fli', 'into', 'houston', 'and', 'min', 'wait', 'for', 'luggag', 'at', 'baggag', 'typic', 'still', 'wait']"
-1,"['unit', 'again', 'horribl', 'servic', 'again', 'attitud', 'when', 'ask', 'for', 'inform', 'again', 'you', 'make', 'me', 'not', 'want', 'to', 'fli', 'unit', 'ever', 'platinummemb']"
-1,"['unit', 'and', 'now', 'your', 'rep', 'just', 'hung', 'up', 'on', 'me', 'after', 'over', 'min', 'on', 'hold', 'becaus', 'ask', 'for', 'supervisor', 'furiou', 'right', 'now']"
-1,"['unit', 'thank', 'you', 'for', 'hr', 'at', 'termin', 'in', 'dull', 'airport', 'http', 'co', 'ig', 'dgctt']"
-1,"['unit', 'go', 'bankrupt', 'again', 'and', 'transfer', 'all', 'of', 'your', 'asset', 'to', 'luv', 'that', 'would', 'be', 'great']"
-1,"['unit', 'marcu', 'help', 'me', 'good', 'agent', 'couldn', 'fix', 'it', 'flight', 'wa', 'list', 'on', 'websit', 'but', 'unavail', 'to', 'book', 'fals', 'advertis', 'much']"
-1,"['unit', 'unsmil', 'rep', 'told', 'us', 'hotel', 'shuttl', 'come', 'like', 'everi', 'minut', 'breezi', 'min', 'late', 'flightr', 'we', 're', 'take', 'cab', 'you', 'go', 'to', 'reimburs']"
-1,"['unit', 'if', 'someon', 'miss', 'hi', 'connect', 'flight', 'becaus', 'of', 'the', 'airlin', 'and', 'it', 'wa', 'the', 'last', 'flight', 'of', 'the', 'day', 'how', 'will', 'you', 'fix', 'it']"
-1,"['unit', 'ye', 'need', 'plenti', 'of', 'assist', 'but', 'receiv', 'none']"
-1,"['unit', 'not', 'tonight', 'we', 'got', 'hotel', 'and', 'after', 'hr', 'of', 'travel', 'and', 'still', 'not', 'reach', 'our', 'destin', 'we', 'are', 'disappoint', 'thank']"
-1,"['unit', 'thank', 'you', 'for', 'the', 'repli', 'email', 'your', 'custom', 'care', 'depart', 'about', 'my', 'experi']"
-1,"['unit', 'how', 'can', 'file', 'claim', 'when', 'your', 'agent', 'won', 'let', 'me', 'speak', 'to', 'supervisor', 'my', 'claim', 'number', 'is', 'expir', 'becaus', 'you', 'won', 'find', 'my', 'bag']"
-1,"['unit', 'had', 'one', 'interview', 'wa', 'the', 'last', 'person', 'what', 'doe', 'that', 'mean']"
-1,"['unit', 'have', 'flown', 'with', 'you', 'time', 'in', 'the', 'last', 'day', 'out', 'of', 'flight', 'have', 'been', 'delay', 'huge', 'mistak', 'on', 'my', 'part', 'don', 'fli', 'unit']"
-1,"['unit', 'ye', 'but', 'take', 'two', 'day', 'to', 'get', 'bag', 'deliv', 'miss', 'full', 'day', 'ski', 'becaus', 'of', 'thi']"
-1,"['unit', 'made', 'me', 'remov', 'pound', 'from', 'my', 'check', 'bag', 'otherwis', 'they', 'would', 'charg', 'me', 'loyal', 'flier', 'for', 'year', 'time', 'for', 'chang']"
-1,"['unit', 'been', 'sit', 'on', 'thi', 'plane', 'unreal', 'when', 'will', 'my', 'day', 'nightmar', 'end']"
-1,"['unit', 'can', 'you', 'let', 'us', 'out', 'of', 'the', 'gate', 'now', 'ua']"
-1,"['unit', 'amp', 'on', 'top', 'of', 'no', 'free', 'tv', 'on', 'the', 'int', 'leg', 'now', 'sit', 'on', 'the', 'tarmac', 'in', 'houston', 'min', 'past', 'departur', 'anoth', 'hr', 'plu', 'to', 'go']"
-1,"['unit', 'dtv', 'doesnt', 'work', 'pilot', 'late', 'flight', 'wont', 'let', 'yr', 'old', 'fli', 'next', 'me', 'and', 'paid', 'an', 'upgrad', 'unitedsuck']"
-1,"['unit', 'your', 'loyalti', 'team', 'basic', 'flip', 'me', 'off', 'via', 'phone', 'but', 'thank', 'mayb', 'googl', 'loyalti', 'and', 'get', 'back', 'to', 'me', 'lol']"
-1,"['hey', 'unit', 'thi', 'is', 'your', 'job', 'don', 'give', 'me', 'the', 'safeti', 'spin', 'thi', 'is', 'the', 'same', 'plane', 'that', 'broke', 'on', 'the', 'origin', 'flight', 'out', 'unitedsuck']"
-1,"['unit', 'if', 'you', 'mean', 'beyond', 'opaqu', 'mainten', 'issu', 'ye', 'that', 'would', 'be', 'basic', 'in', 'custom', 'servic', 'which', 'your', 'ewr', 'staff', 'can', 'manag']"
-1,"['unit', 'dear', 'ted', 'we', 'don', 'care', 'about', 'you', 'nor', 'the', 'mileag', 'plu', 'card', 'you', 'pay', 'lot', 'for', 'bye', 'bye', 'unit']"
-1,"['unit', 'sad', 'that', 'you', 'don', 'think', 'it', 'is', 'import', 'to', 'resolv', 'your', 'client', 'face', 'team', 'that', 'behav', 'disgrac']"
-1,"['unit', 'help', 'my', 'girlfriend', 'ami', 'lloyd', 'is', 'go', 'to', 'miss', 'our', 'flt', 'to', 'zurich', 'bc', 'of', 'your', 'fault', 'she', 'need', 'golf', 'cart', 'to', 'meet', 'her', 'at', 'ord']"
-1,"['unit', 'epicfail', 'from', 'former', 'gate', 'agent', 'in', 'pia', 'he', 'walk', 'away', 'and', 'quit', 'luckili', 'respons', 'pia', 'agent', 'save', 'the', 'day']"
-1,"['unit', 'that', 'wa', 'the', 'problem', 'we', 'were', 'be', 'told', 'the', 'aircraft', 'wa', 'on', 'it', 'way']"
-1,"['unit', 'will', 'do', 'thx', 'been', 'sit', 'on', 'plane', 'now', 'for', 'hr', 'and', 'now', 'we', 'have', 'to', 'refuel', 'can', 'even', 'make', 'thi', 'stuff', 'up']"
-1,"['unit', 'do', 'you', 'know', 'how', 'to', 'use', 'twitter', 'bro', 'your', 'termin', 'look', 'like', 'it', 'in', 'bosnia', 'here', 'anoth', 'pic', 'http', 'co', 'nywr', 'kb']"
-1,"['unit', 'you', 'are', 'by', 'far', 'the', 'worst', 'airlin', 'plane', 'delay', 'on', 'round', 'trip', 'flight', 'how', 'is', 'that', 'possibl']"
-1,"['unit', 'took', 'care', 'of', 'it', 'myself', 'had', 'to', 'rent', 'car', 'and', 'drive', 'hour', 'to', 'retriev', 'my', 'belong', 'due', 'to', 'unit', 'error']"
-1,"['unit', 'now', 'll', 'probabl', 'miss', 'my', 'next', 'connect']"
-1,"['unit', 'you', 'may', 'think', 'joke', 'or', 'blow', 'it', 'out', 'of', 'proport', 'but', 'the', 'last', 'unit', 'flight', 'have', 'been', 'delay', 'or', 'significantli', 'late', 'flight']"
-1,"['unit', 'not', 'the', 'case', 'now', 'delay', 'due', 'to', 'mechan', 'issu', 'with', 'no', 'updat', 'on', 'departur', 'time', 'just', 'cancel', 'flight', 'the', 'goddamn', 'flight', 'so', 'go', 'delta']"
-1,"['unit', 'day', 'and', 'plane', 'with', 'mechan', 'issu', 'now', 'over', 'hr', 'late', 'flight', 'sit', 'on', 'thi', 'plane', 'thi', 'is', 'insan']"
-1,"['unit', 'didn', 'get', 'messag', 'from', 'you', 'll', 'resend', 'number']"
-1,"['unit', 'what', 'idiot', 'design', 'your', 'seat', 'armrest', 'tv', 'remot', 'amp', 'rest', 'elbow', 'don', 'mix', 'seatmat', 'keep', 'chang', 'channel', 'amp', 'blast', 'volum']"
-1,"['unit', 'you', 'can', 'bump', 'me', 'up', 'to', 'group', 'so', 'won', 'be', 'forc', 'to', 'check', 'my', 'bag', 'and', 'wait', 'minut', 'at', 'lga']"
-1,"['unit', 'listen', 'learn', 'amp', 'do', 'thi', 'remov', 'your', 'pqd', 'requir', 'it', 'is', 'insult', 'ha']"
-1,"['unit', 'need', 'you', 'to', 'be', 'better', 'airlin', 'lol']"
-1,"['unit', 'your', 'agent', 'forc', 'me', 'to', 'check', 'carri', 'on', 'bag', 'when', 'receiv', 'my', 'bag', 'found', 'your', 'crew', 'had', 'stolen', 'from', 'me', 'lost', 'my', 'busi']"
-1,"['unit', 'realli', 'you', 'charg', 'me', 'to', 'check', 'bag', 'and', 'then', 'you', 'put', 'it', 'on', 'differ', 'flight', 'still', 'don', 'have', 'my', 'bag']"
-1,"['unit', 'whi', 'haven', 'you', 'releas', 'travel', 'advisori', 'for', 'iad', 'for', 'tomorrow']"
-1,"['unit', 'cross', 'countri', 'flight', 'sfo', 'gt', 'bo', 'no', 'wifi', 'not', 'even', 'can', 'of', 'soda', 'and', 'thi', 'qualiti', 'inflight', 'entertain', 'sad', 'http', 'co', 'xhlc', 'mtff']"
-1,"['unit', 'is', 'realli', 'get', 'horribl', 'so', 'much', 'for', 'tuck', 'in', 'my', 'kid', 'tonight', 'delta', 'transfer', 'mile', 'statu', 'right', 'http', 'co', 'hn', 'jjje']"
-1,"['unit', 'think', 'problem', 'resolut', 'should', 'be', 'decid', 'on', 'your', 'end', 'especi', 'if', 'you', 'like', 'me', 'to', 'continu', 'fli', 'your', 'airlin']"
-1,"['unit', 'roundtrip', 'to', 'london', 'on', 'delta', 'think', 'will', 'fyi', 'that', 'anoth', 'you', 'just', 'lost', 'unfriendlyski']"
-1,"['unit', 'alreadi', 'flight', 'book', 'problem', 'next', 'week', 'trip', 'on', 'americanair', 'thank', 'for', 'make', 'the', 'choic', 'so', 'easi', 'disunit', 'unfriendlyski', 'servicefail']"
-1,"['unit', 'also', 'group', 'is', 'total', 'bs']"
-1,"['unit', 'don', 'ask', 'me', 'to', 'be', 'patient', 'without', 'offer', 'someth', 'in', 'return']"
-1,"['unit', 'just', 'like', 'clockwork', 'friday', 'afternoon', 'flight', 'from', 'la', 'to', 'den', 'run', 'late', 'flight', 'whi', 'doe', 'thi', 'seem', 'to', 'happen', 'so', 'consist', 'keepit']"
-1,"['unit', 'will', 'on', 'americanair', 'southwestair', 'delta', 'or', 'jetblu', 'all', 'of', 'which', 'will', 'be', 'get', 'my', 'busi', 'unfriendlyski', 'unbeliev']"
-1,"['unit', 'incompet', 'rude', 'servic', 'today', 'miss', 'my', 'connect', 'flight', 'then', 'the', 'custom', 'servic', 'desk', 'wa', 'terribl', 'to', 'me', 'realli', 'upset', 'untd']"
-1,"['unit', 'terribl', 'experi', 'on', 'ua', 'on', 'th', 'st', 'exit', 'row', 'in', 'economi', 'ha', 'zero', 'legroom', 'have', 'same', 'row', 'book', 'for', 'return', 'but', 'can', 'chang']"
-1,"['unit', 'hour', 'late', 'flightr', 've', 'been', 'in', 'transit', 'for', 'total', 'of', 'twelv', 'hour', 'pleas', 'just', 'chang', 'the', 'plane', 'on', 'flight', 'thi', 'is', 'ridicul', 'sfo']"
-1,"['unit', 'thi', 'delay', 'of', 'flight', 'ua', 'ha', 'been', 'pain', 'sure', 'hope', 'it', 'doesn', 'caus', 'me', 'or', 'my', 'luggag', 'to', 'miss', 'my', 'ua', 'flight', 'to', 'new', 'delhi']"
-1,"['unit', 'ye', 'but', 'unbeliev', 'should', 'have', 'free', 'fare', 'lock']"
-1,"['unit', 'worst', 'airlin', 'bewar', 'they', 'do', 'not', 'maintain', 'there', 'plain', 'been', 'on', 'the', 'runway', 'the', 'past', 'hour']"
